URL,Relevância
http://carosamigos.com.br/index.php/cotidiano/6846-pm-de-sp-reprime-manifestacao-de-estudantes-com-cassetete-e-spray-de-pimenta,1
http://educacao.globo.com/enem/,3
http://g1.globo.com/previsao-do-tempo,1
http://g1.globo.com/loterias/,1
http://fisicaonline.com.br/index.php?pg=paginas&id=1,1
http://vestibular.brasilescola.uol.com.br/enem/imprimir/27227,1
http://sistemasespeciais.inep.gov.br/resultadosenem,5
http://pragmatismopolitico.com.br/2017/01/governo-pt-ceara-anuncios-veja-globo.html,1
http://vestibular.brasilescola.uol.com.br/enem/como-calcular-nota-enem.htm,2
http://enem.cursoanglo.com.br/enem/paginas/sobre_enem.asp,0
http://mundoenem.com.br/fale-conosco,1
http://vestibular.brasilescola.uol.com.br/enem/a-redacao-sem-susto.htm,2
http://vestibular.brasilescola.uol.com.br/enem/dicas-para-enem.htm,2
http://em.com.br/especiais/educacao/enem/,2
http://cog-psi.blogspot.com.br/feeds/posts/default,1
http://enem.cursoanglo.com.br/enemonline.asp,2
http://abrasce.com.br/noticias-categoria/5,1
http://educacao.globo.com/portugues/assunto/redacao.html,2
http://operamundi.uol.com.br/rss.shtml,1
http://vestibular.brasilescola.uol.com.br/enem/enem-prouni.htm,2
http://vestibular.brasilescola.uol.com.br/enem/enem-sera-aceito-por-mais-duas-universidades-portugal/338860.html,1
http://ibapnet.org.br/congresso2013/lista_trabalhos_poster.php,1
http://mundoeducacao.bol.uol.com.br/busca?sa=Pesquisar&ie=ISO-8859-1&cx=010178560479257371445:mr4ko1lt60u&cof=FORID:10&q=golpe+militar,1
http://vestibular.mundoeducacao.bol.uol.com.br/enem/simulado,2
http://infoenem.com.br/estude-com-melhores-apostilas-para-o-enem-2015,2
http://estudeadistancia.com.br/graduacao-ead/formas-de-ingresso/enem,1
http://educacao.uol.com.br/temas/enem,1
http://oliveiradimas.blogspot.com.br/2007/02,1
http://sistemapoliedro.com.br/saladeimprensa/2016/11/03/,1
http://vestibular.brasilescola.uol.com.br/enem/provas-gabarito-oficial-enem-2016.htm,2
http://g1.globo.com/previsao-do-tempo/ma/sao-luis.html,1
http://g1.globo.com/mato-grosso-do-sul/musica/agenda.html,1
http://ufpr.br/portalufpr/blog/noticias/progepe-oferece-cursos-de-idiomas-para-servidores-docentes-e-tecnicos/,1
http://planetasustentavel.abril.com.br/noticias/todas-noticias.shtml,0
http://g1.globo.com/previsao-do-tempo/sp/sao-paulo.html,1
http://vestibular.brasilescola.uol.com.br/enem/como-calcular-media-enem.htm,2
http://pddeinterativo.mec.gov.br/enemdigital/index.php,1
http://livrariacultura.com.br/p/livros/concursos-publicos/prepare-se-para-o-enem-fisica-1998-a-2010-22962828,1
