URL,Relevância
http://ufla.br/ascom/2017/04/19/ufla-divulga-nona-chamada-do-sisu-matriculas-ate-24-de-abril,4
http://uspdigital.usp.br/jupiterweb/,2
http://infoenem.com.br/sisu,4
http://vestibular.brasilescola.uol.com.br/enem/como-funciona-sisu.htm,4
http://pragmatismopolitico.com.br/2015/03/a-necessidade-das-cotas-raciais-num-pais-como-o-brasil.html,2
http://pse.ufv.br/?page_id=58,0
http://querobolsa.com.br/enem,4
http://mapadosisu.com.br/,4
http://ufpr.br/portalufpr/blog/noticias/progepe-oferece-cursos-de-idiomas-para-servidores-docentes-e-tecnicos/,1
http://pensi.com.br/resultados-e-gabaritos,3
http://enemsisuprouni.com.br/sisu/page/2/,3
http://infoescola.com/quimica/a-divulgacao-da-quimica/,1
http://ifrs.edu.br/site/conteudo.php?cat=3&amp;sub=3236,3
http://pse.ufv.br/?page_id=9,0
http://adrianomedeiros.jor.br/rss.noticia,1
http://infoenem.com.br/posso-usar-a-nota-do-enem-para-certificacao-do-ensino-medio-sisu-e-prouni,3
"http://gsiinformatica.com.br/portal/index.php?option=com_content&amp;view=frontpage&amp;Itemid=1noticias.terra.com.br/educacao/ninguem-paga-o-piso-no-brasil-diz-secretario-da-educacao-do-rs,1116592a7762c310VgnVCM20000099cceb0aRCRD.htmlrevistatrip.uol.com.br/trip/soy-latinokitsegifts.com.br/berco-de-bonecas-bohney.htmlifrs.edu.br/site/conteudo.php?cat=3&amp;sub=3841",1
http://infoenem.com.br/category/sisu,4
http://infoescola.com/quimica/sais/,1
http://infoescola.com/quimica/o-vazio-de-rutherford/,1
http://ifc.edu.br/enemsisu-ensino-superior,3
http://ufmg.br/sisu/registro-matricula/2014,4
http://ufla.br/ascom/tag/sisu,4
http://fazfacil.com.br/manutencao/ferro-de-passar-em-viagemcanoas.ifrs.edu.br/site/conteudo.php?cat=1&amp;sub=1128,1
http://vestibular.mundoeducacao.bol.uol.com.br/sisu,4
http://itr.ufrrj.br/interesse,2
http://ufmg.br/sisu/registro-matricula/2015,4
http://pse.ufv.br/?informativos=autodeclaracao-etnico-racial-de-candidatos-as-vagas-reservadas-sera-feita-na-matricula,0
http://ondajovem.com.br/noticias,2
http://ufmg.br/online/arquivos/cat_sisu_e_vestibular_2016.shtml,4
http://ifrs.edu.br/site/conteudo.php?cat=3&amp;sub=3104,4
http://udesc.br/telefones,1
http://vestibular.brasilescola.uol.com.br/enem/sisu.htm,4
http://bragash.blogspot.com.br/2011,1
http://infoescola.com/quimica/filtracao/,1
