URL,Relevância
http://kidsplash.myciashop.com.br/identificacao/t/2/destino/meuspedidos,0
http://g1.globo.com/sp/campinas-regiao/,4
http://g1.globo.com/amazonas/,4
http://g1.globo.com/pop-arte/musica/,4
http://g1.globo.com/sao-paulo/sorocaba-jundiai/,4
http://asantos.com.br,1
http://ingout.com.br/aempresa.htm,1
http://forumsaude2.folha.com.br,1
http://g1.globo.com/rio-de-janeiro,4
http://rpc.com.br/home/G1_Cadastro/,3
http://fergs.org.br,1
http://projetos.globo.com/,3
http://especiais.g1.globo.com/app-g1/,4
http://g1.globo.com/bemestar/no-ar/,4
http://globotv.globo.com/g1/g1-carros/v/vai-vender-seu-carro-g1-reune-dicas-dos-maiores-classificados/5322462/,3
